gene_symbol	gene_symbol_long	_identifier	primary
VQ67	VQ motif containing protein gene 67	glyma.Wm82.gnm2.ann1.Glyma.18G017800	1
VQ68	VQ transcription factor gene 68	glyma.Wm82.gnm2.ann1.Glyma.18G017800	0
TPP	trehalose 6-phosphate phosphatase	glyma.Wm82.gnm2.ann1.Glyma.18G018100	1
TPP18	Trehalose-6-Phosphate Phosphatase 18 gene	glyma.Wm82.gnm2.ann1.Glyma.18G018100	0
N-70	early nodulin-70 gene	glyma.Wm82.gnm2.ann1.Glyma.18G018900	1
MED36-3	Mediator Complex 36 gene 3	glyma.Wm82.gnm2.ann1.Glyma.18G020000	1
bZIP140	Basic leucine zipper transcription factor-like protein gene 140	glyma.Wm82.gnm2.ann1.Glyma.18G020900	1
TGA23	bZIP transcription factor gene 23	glyma.Wm82.gnm2.ann1.Glyma.18G020900	0
TGA23	TGA transcription factor gene 23	glyma.Wm82.gnm2.ann1.Glyma.18G020900	0
HIGD5	Hypoxia Inducible Gene Domain gene 5	glyma.Wm82.gnm2.ann1.Glyma.18G022000	1
BTB098	BTB gene 98	glyma.Wm82.gnm2.ann1.Glyma.18G022100	1
SNAP18	soluble NSF attachment protein SNAP18 gene	glyma.Wm82.gnm2.ann1.Glyma.18G022500	1
WI12	wound-inducible protein 12 gene	glyma.Wm82.gnm2.ann1.Glyma.18G022700	1
CHX29b	Cation/H+ Exchanger Protein 29 gene B	glyma.Wm82.gnm2.ann1.Glyma.18G023000	1
PDH1	prephenate dehydrogenase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.18G023100	1
RHG1	receptor-like kinase RHG1 gene	glyma.Wm82.gnm2.ann1.Glyma.18G023500	1
Lac70	Laccase gene 70	glyma.Wm82.gnm2.ann1.Glyma.18G023600	1
CHX31a	Cation/H+ Exchanger Protein 31 gene A	glyma.Wm82.gnm2.ann1.Glyma.18G023700	1
CHX31b	Cation/H+ Exchanger Protein 31 gene B	glyma.Wm82.gnm2.ann1.Glyma.18G023800	1
CHR59	Chromatin Remodeling Protein gene 59	glyma.Wm82.gnm2.ann1.Glyma.18G023900	1
PAP02	multiple inositol polyphosphate phosphatase 1-like gene	glyma.Wm82.gnm2.ann1.Glyma.18G024700	1
JOX2	jasnonate-induced oxygenase gene 2	glyma.Wm82.gnm2.ann1.Glyma.18G026500	1
SMXL26	Suppressor of Max2 gene 1-like gene 26	glyma.Wm82.gnm2.ann1.Glyma.18G026600	1
C2-157	C2-domain containing protein gene 157	glyma.Wm82.gnm2.ann1.Glyma.18G027100	1
C2-158	C2-domain containing protein gene 158	glyma.Wm82.gnm2.ann1.Glyma.18G027200	1
C2-159	C2-domain containing protein gene 159	glyma.Wm82.gnm2.ann1.Glyma.18G027300	1
CYP25	peptidyl-prolyl cis-trans isomerase CYP25 gene	glyma.Wm82.gnm2.ann1.Glyma.18G027400	1
ELF4B	protein EARLY FLOWERING 4b gene	glyma.Wm82.gnm2.ann1.Glyma.18G027500	1
GELP165	GDSL-type esterase/lipase protein gene 165	glyma.Wm82.gnm2.ann1.Glyma.18G027800	1
CHX22g	Cation/H+ Exchanger Protein 22 gene G	glyma.Wm82.gnm2.ann1.Glyma.18G027900	1
LAX14	auxin transporter-like protein gene 14	glyma.Wm82.gnm2.ann1.Glyma.18G029000	1
WOX28	Wuschel-related homeobox transcription factor gene 28	glyma.Wm82.gnm2.ann1.Glyma.18G029700	1
C2-160	C2-domain containing protein gene 160	glyma.Wm82.gnm2.ann1.Glyma.18G030000	1
P5CS	delta-pyrroline-5-carboxylate synthetase gene	glyma.Wm82.gnm2.ann1.Glyma.18G034300	1
TCF1d	tolerant to chilling and freezing 1d	glyma.Wm82.gnm2.ann1.Glyma.18G034600	1
BTB099	BTB gene 99	glyma.Wm82.gnm2.ann1.Glyma.18G034700	1
PP2C31	Protein Phosphatase 2C-type gene 31	glyma.Wm82.gnm2.ann1.Glyma.18G035000	1
RCABETA	ribulose bisphosphate carboxylase/oxygenase activase, chloroplastic-like gene	glyma.Wm82.gnm2.ann1.Glyma.18G036400	1
C2-161	C2-domain containing protein gene 161	glyma.Wm82.gnm2.ann1.Glyma.18G038400	1
C2-162	C2-domain containing protein gene 162	glyma.Wm82.gnm2.ann1.Glyma.18G039700	1
DHAR3	dehydroascorbate reductase gene 3	glyma.Wm82.gnm2.ann1.Glyma.18G040100	1
DHAR-3a	DHAR class glutathione S-transferase 3 gene a	glyma.Wm82.gnm2.ann1.Glyma.18G040100	0
MDHAR-3a	DEHYDROASCORBATE REDUCTASE 3 gene a	glyma.Wm82.gnm2.ann1.Glyma.18G040100	0
GLN97	Glutamine Synthase gene 97	glyma.Wm82.gnm2.ann1.Glyma.18G040600	1
GS1beta2	Glutamine synthase 1 beta 2 gene	glyma.Wm82.gnm2.ann1.Glyma.18G041100	1
13-1-1	syringolide-induced protein 13-1-1 gene	glyma.Wm82.gnm2.ann1.Glyma.18G042100	1
GAD	GAD protein gene	glyma.Wm82.gnm2.ann1.Glyma.18G043600	1
NAC136	NAC domain-containing protein gene 136	glyma.Wm82.gnm2.ann1.Glyma.18G043900	1
G93	PH/RCC1/FYVE zinc finger domain-containing protein gene	glyma.Wm82.gnm2.ann1.Glyma.18G044000	1
ANK195	Ankyrin Repeat protein gene 195	glyma.Wm82.gnm2.ann1.Glyma.18G044300	1
CRK50	cysteine-rich receptor-like protein kinase gene 50	glyma.Wm82.gnm2.ann1.Glyma.18G046100	1
CRK51	cysteine-rich receptor-like protein kinase gene 51	glyma.Wm82.gnm2.ann1.Glyma.18G046200	1
CRK53	cysteine-rich receptor-like protein kinase gene 53	glyma.Wm82.gnm2.ann1.Glyma.18G046400	1
CRK54	cysteine-rich receptor-like protein kinase gene 54	glyma.Wm82.gnm2.ann1.Glyma.18G046600	1
ARF48	Auxin Responsive Factor gene 48	glyma.Wm82.gnm2.ann1.Glyma.18G046800	1
B3-122	B3 Transcription Factor gene 122	glyma.Wm82.gnm2.ann1.Glyma.18G046800	0
LEA2-91	late embryogenesis abundant 2 gene 91	glyma.Wm82.gnm2.ann1.Glyma.18G047800	1
BTB100	BTB gene 100	glyma.Wm82.gnm2.ann1.Glyma.18G050800	1
B3-123	B3 Transcription Factor gene 123	glyma.Wm82.gnm2.ann1.Glyma.18G052100	1
bZIP141	Basic leucine zipper transcription factor-like protein gene 141	glyma.Wm82.gnm2.ann1.Glyma.18G052500	1
WRKY75	WRKY75 transcription factor gene 75	glyma.Wm82.gnm2.ann1.Glyma.18G054400	1
PER1	peroxidase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.18G055300	1
POD113	Peroxidase gene 114	glyma.Wm82.gnm2.ann1.Glyma.18G055300	0
POD114	Peroxidase gene 115	glyma.Wm82.gnm2.ann1.Glyma.18G055400	1
POD115	Peroxidase gene 116	glyma.Wm82.gnm2.ann1.Glyma.18G055500	1
POD116	Peroxidase gene 117	glyma.Wm82.gnm2.ann1.Glyma.18G055600	1
WRKY166	WRKY Transcription Factor gene 166	glyma.Wm82.gnm2.ann1.Glyma.18G056600	1
WRKY62	WRKY transcription factor gene 62	glyma.Wm82.gnm2.ann1.Glyma.18G056600	0
CHX32	Cation/H+ Exchanger Protein 32 gene	glyma.Wm82.gnm2.ann1.Glyma.18G056800	1
CHX14a	Cation/H+ Exchanger Protein 14 gene A	glyma.Wm82.gnm2.ann1.Glyma.18G056900	1
Lac71	Laccase gene 71	glyma.Wm82.gnm2.ann1.Glyma.18G057200	1
CHX25a	Cation/H+ Exchanger Protein 25 gene A	glyma.Wm82.gnm2.ann1.Glyma.18G057400	1
MT2	malonyltransferase 2 gene	glyma.Wm82.gnm2.ann1.Glyma.18G057700	1
BTB101	BTB gene 101	glyma.Wm82.gnm2.ann1.Glyma.18G059700	1
MAPKKK14-1	mitogen-activated protein kinase kinase kinase 14 gene 1	glyma.Wm82.gnm2.ann1.Glyma.18G060900	1
PP2C32	Protein Phosphatase 2C-type gene 32	glyma.Wm82.gnm2.ann1.Glyma.18G061000	1
AS1	asparagine synthetase gene 1	glyma.Wm82.gnm2.ann1.Glyma.18G061100	1
ASNS	glutamine-dependent asparagine synthetase gene	glyma.Wm82.gnm2.ann1.Glyma.18G061100	0
FAD3c	omega-3 fatty acid desaturase 3 gene 3	glyma.Wm82.gnm2.ann1.Glyma.18G062000	1
ANK196	Ankyrin Repeat protein gene 196	glyma.Wm82.gnm2.ann1.Glyma.18G062200	1
SMXL27	Suppressor of Max2 gene 1-like gene 27	glyma.Wm82.gnm2.ann1.Glyma.18G062300	1
CYP24	peptidyl-prolyl cis-trans isomerase CYP24 gene	glyma.Wm82.gnm2.ann1.Glyma.18G062900	1
ABCG31L-3	ABC transporter G family member 31-like gene 3	glyma.Wm82.gnm2.ann1.Glyma.18G063400	1
Lac72	Laccase gene 72	glyma.Wm82.gnm2.ann1.Glyma.18G065100	1
FTSH25	Filimentation Temperature-Sensitive H gene 25	glyma.Wm82.gnm2.ann1.Glyma.18G065600	1
PHT4.11	Phosphate Trasporter group 4 gene 4.11	glyma.Wm82.gnm2.ann1.Glyma.18G066000	1
VLN1b	Villn Actin Binding protein gene 1b	glyma.Wm82.gnm2.ann1.Glyma.18G067000	1
NF-YA20	nuclear transcription factor Y subunit A-20 gene	glyma.Wm82.gnm2.ann1.Glyma.18G071000	1
BTB102	BTB gene 102	glyma.Wm82.gnm2.ann1.Glyma.18G072800	1
LEA2-92	late embryogenesis abundant 2 gene 92	glyma.Wm82.gnm2.ann1.Glyma.18G073200	1
HSP90-1	heat shock protein 90-1 gene	glyma.Wm82.gnm2.ann1.Glyma.18G074100	1
CBL15	Calcineurin B-Like protein gene 15	glyma.Wm82.gnm2.ann1.Glyma.18G074200	1
ABCG26L-4	ABC transporter G family member 26-like gene 4	glyma.Wm82.gnm2.ann1.Glyma.18G074800	1
PITP35	Phosphatidylinositol Transfer Protein-like gene 35	glyma.Wm82.gnm2.ann1.Glyma.18G075200	1
SRT4	NAD-dependent protein deacetylase SRT1-like gene 4	glyma.Wm82.gnm2.ann1.Glyma.18G076300	1
ANK197	Ankyrin Repeat protein gene 197	glyma.Wm82.gnm2.ann1.Glyma.18G078900	1
ABCC3L-10	ABC transporter C family member 3-like isoform X1 gene 10	glyma.Wm82.gnm2.ann1.Glyma.18G079600	1
ABCC3L-11	ABC transporter C family member 3-like isoform X1 gene 11	glyma.Wm82.gnm2.ann1.Glyma.18G079700	1
B3-124	B3 Transcription Factor gene 124	glyma.Wm82.gnm2.ann1.Glyma.18G079800	1
SAT1	serine O-acetyltransferase 1	glyma.Wm82.gnm2.ann1.Glyma.18G080000	1
SAT10	Serine Acetyltransferase gene 10	glyma.Wm82.gnm2.ann1.Glyma.18G080000	0
F6H2	flavonoid 6-hydroxylase gene 2	glyma.Wm82.gnm2.ann1.Glyma.18G080200	1
F6H1	flavonoid 6-hydroxylase gene 1	glyma.Wm82.gnm2.ann1.Glyma.18G080400	1
ABCC3L-12	ABC transporter C family member 3-like isoform X1 gene 12	glyma.Wm82.gnm2.ann1.Glyma.18G080900	1
WRKY167	WRKY Transcription Factor gene 167	glyma.Wm82.gnm2.ann1.Glyma.18G081200	1
ZIK8-1	Zinc Finger Protein Interacting With K Protein 8 gene 1 gene	glyma.Wm82.gnm2.ann1.Glyma.18G081500	1
C2-163	C2-domain containing protein gene 163	glyma.Wm82.gnm2.ann1.Glyma.18G081900	1
ANK198	Ankyrin Repeat protein gene 198	glyma.Wm82.gnm2.ann1.Glyma.18G084900	1
PPR161	Pentatricopeptide-Repeat protein gene 161	glyma.Wm82.gnm2.ann1.Glyma.18G085900	1
SABATH24	SABATH gene 24	glyma.Wm82.gnm2.ann1.Glyma.18G089800	1
ERF138	Ethylene-Responsive Factor gene 138	glyma.Wm82.gnm2.ann1.Glyma.18G091600	1
WRKY168	WRKY Transcription Factor gene 168	glyma.Wm82.gnm2.ann1.Glyma.18G092200	1
ABCC3-2	ABC transporter C family member 3 gene 2	glyma.Wm82.gnm2.ann1.Glyma.18G094000	1
HSP21	HEAT SHOCK PROTEIN 21 gene	glyma.Wm82.gnm2.ann1.Glyma.18G094600	1
PPR162	Pentatricopeptide-Repeat protein gene 162	glyma.Wm82.gnm2.ann1.Glyma.18G094700	1
GELP166	GDSL-type esterase/lipase protein gene 166	glyma.Wm82.gnm2.ann1.Glyma.18G095100	1
DMP13	DUF679 membrane protein gene 13	glyma.Wm82.gnm2.ann1.Glyma.18G097400	1
DMP12	DUF679 membrane protein gene 12	glyma.Wm82.gnm2.ann1.Glyma.18G098300	1
ANK199	Ankyrin Repeat protein gene 199	glyma.Wm82.gnm2.ann1.Glyma.18G100200	1
ANK200	Ankyrin Repeat protein gene 200	glyma.Wm82.gnm2.ann1.Glyma.18G100300	1
GLN98	Glutamine Synthase gene 98	glyma.Wm82.gnm2.ann1.Glyma.18G107300	1
SPS18	Sucrose Phosphate Synthase gene 18	glyma.Wm82.gnm2.ann1.Glyma.18G108100	1
VQ68	VQ motif containing protein gene 68	glyma.Wm82.gnm2.ann1.Glyma.18G108600	1
VQ69	VQ transcription factor gene 69	glyma.Wm82.gnm2.ann1.Glyma.18G108600	0
GELP167	GDSL-type esterase/lipase protein gene 167	glyma.Wm82.gnm2.ann1.Glyma.18G110500	1
NAC137	NAC domain-containing protein gene 137	glyma.Wm82.gnm2.ann1.Glyma.18G110700	1
F6'H1	feruloyl CoA ortho-hydroxylase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.18G111000	1
GSTF13	phi class glutathione S-transferase gene	glyma.Wm82.gnm2.ann1.Glyma.18G111200	1
bZIP142	Basic leucine zipper transcription factor-like protein gene 142	glyma.Wm82.gnm2.ann1.Glyma.18G117100	1
bZIP36	bZIP transcription factor gene 36	glyma.Wm82.gnm2.ann1.Glyma.18G117100	0
NAC138	NAC domain-containing protein gene 138	glyma.Wm82.gnm2.ann1.Glyma.18G119300	1
chitinaseIII-13	Chitinase Group 3 gene 13	glyma.Wm82.gnm2.ann1.Glyma.18G120200	1
SLD1.6	sphingolipid delta-8 desaturase	glyma.Wm82.gnm2.ann1.Glyma.18G120400	1
chitinaseIII-14	Chitinase Group 3 gene 14	glyma.Wm82.gnm2.ann1.Glyma.18G120700	1
PATL14	Patellin-like gene 14	glyma.Wm82.gnm2.ann1.Glyma.18G121200	1
TCP23	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 23	glyma.Wm82.gnm2.ann1.Glyma.18G121400	1
IQD62	protein IQ-DOMAIN gene 62	glyma.Wm82.gnm2.ann1.Glyma.18G124200	1
WRKY169	WRKY Transcription Factor gene 169	glyma.Wm82.gnm2.ann1.Glyma.18G124700	1
WHY6	Whirly gene 6	glyma.Wm82.gnm2.ann1.Glyma.18G124800	1
MED10-2	Mediator Complex 10 gene 2	glyma.Wm82.gnm2.ann1.Glyma.18G125700	1
PPR163	Pentatricopeptide-Repeat protein gene 163	glyma.Wm82.gnm2.ann1.Glyma.18G126700	1
GELP168	GDSL-type esterase/lipase protein gene 168	glyma.Wm82.gnm2.ann1.Glyma.18G126900	1
PPR164	Pentatricopeptide-Repeat protein gene 164	glyma.Wm82.gnm2.ann1.Glyma.18G128100	1
ALA9	Aminophospholipid ATPase gene 9	glyma.Wm82.gnm2.ann1.Glyma.18G129200	1
RR05	Ubiquitous, Response Regulator Type-A gene 5	glyma.Wm82.gnm2.ann1.Glyma.18G130900	1
GASA31	gibberellin-regulated protein gene 31	glyma.Wm82.gnm2.ann1.Glyma.18G132100	1
PAP1	PAP1, probable inactive purple acid phosphatase 1	glyma.Wm82.gnm2.ann1.Glyma.18G132500	1
MED18-3	Mediator Complex 18 gene 3	glyma.Wm82.gnm2.ann1.Glyma.18G135700	1
ALDH2B8	aldehyde dehydrogenase family 2 member B8 gene	glyma.Wm82.gnm2.ann1.Glyma.18G137300	1
CRK55	cysteine-rich receptor-like protein kinase gene 55	glyma.Wm82.gnm2.ann1.Glyma.18G141500	1
CRK56	cysteine-rich receptor-like protein kinase gene 56	glyma.Wm82.gnm2.ann1.Glyma.18G141700	1
PHT2.2	Phosphate Trasporter group 2 gene 2.2	glyma.Wm82.gnm2.ann1.Glyma.18G144100	1
ERF139	Ethylene-Responsive Factor gene 139	glyma.Wm82.gnm2.ann1.Glyma.18G144700	1
DOF18.1	Dof transcription factor Chr. 18 gene 1	glyma.Wm82.gnm2.ann1.Glyma.18G150800	1
RPS6	ribosomal protein S6 gene	glyma.Wm82.gnm2.ann1.Glyma.18G151800	1
ABCB15L-3	ABC transporter B family member 15-like gene 3	glyma.Wm82.gnm2.ann1.Glyma.18G154200	1
ABCB22	ATP-Binding Cassette B/P-Glycoprotein gene 22	glyma.Wm82.gnm2.ann1.Glyma.18G154200	0
BTB103	BTB gene 103	glyma.Wm82.gnm2.ann1.Glyma.18G154700	1
B3-125	B3 Transcription Factor gene 125	glyma.Wm82.gnm2.ann1.Glyma.18G155000	1
GLN99	Glutamine Synthase gene 99	glyma.Wm82.gnm2.ann1.Glyma.18G158200	1
ABCC3L-15	ABC transporter C family member 3-like gene 15	glyma.Wm82.gnm2.ann1.Glyma.18G158400	1
CycC-2	Cyclin C gene 2	glyma.Wm82.gnm2.ann1.Glyma.18G159000	1
SUMO2	Small ubiquitin-like modifier gene 2	glyma.Wm82.gnm2.ann1.Glyma.18G165200	1
RIN4c	RIN4c protein gene	glyma.Wm82.gnm2.ann1.Glyma.18G166800	1
SFH24	Sec14 homology protein 24 gene	glyma.Wm82.gnm2.ann1.Glyma.18G169300	1
SFH25	Sec14 homology protein 25 gene	glyma.Wm82.gnm2.ann1.Glyma.18G169800	1
KRP5	Kip-Related Protein gene 5	glyma.Wm82.gnm2.ann1.Glyma.18G170800	1
B3-126	B3 Transcription Factor gene 126	glyma.Wm82.gnm2.ann1.Glyma.18G176100	1
DOF18.2	Dof transcription factor Chr. 18 gene 2	glyma.Wm82.gnm2.ann1.Glyma.18G176300	1
ANK201	Ankyrin Repeat protein gene 201	glyma.Wm82.gnm2.ann1.Glyma.18G176600	1
Lac73	Laccase gene 73	glyma.Wm82.gnm2.ann1.Glyma.18G177200	1
Lac74	Laccase gene 74	glyma.Wm82.gnm2.ann1.Glyma.18G177300	1
Lac75	Laccase gene 75	glyma.Wm82.gnm2.ann1.Glyma.18G177400	1
ABCB21-2	ABC transporter B family member 21 gene 2	glyma.Wm82.gnm2.ann1.Glyma.18G179000	1
WOX29	Wuschel-related homeobox transcription factor gene 29	glyma.Wm82.gnm2.ann1.Glyma.18G179300	1
PHAN3	MYB/HD-like transcription factor gene	glyma.Wm82.gnm2.ann1.Glyma.18G181300	1
WRKY170	WRKY Transcription Factor gene 170	glyma.Wm82.gnm2.ann1.Glyma.18G183100	1
Lac76	Laccase gene 76	glyma.Wm82.gnm2.ann1.Glyma.18G183500	1
Lac77	Laccase gene 77	glyma.Wm82.gnm2.ann1.Glyma.18G183700	1
ARF49	Auxin Responsive Factor gene 49	glyma.Wm82.gnm2.ann1.Glyma.18G184500	1
B3-127	B3 Transcription Factor gene 127	glyma.Wm82.gnm2.ann1.Glyma.18G184500	0
NAB	Nucleic Acids Binding protein gene	glyma.Wm82.gnm2.ann1.Glyma.18G185900	1
GSTU58	tau class glutathione S-transferase gene 58	glyma.Wm82.gnm2.ann1.Glyma.18G190200	1
GSTU60	tau class glutathione S-transferase gene 60	glyma.Wm82.gnm2.ann1.Glyma.18G190500	1
Lac78	Laccase gene 78	glyma.Wm82.gnm2.ann1.Glyma.18G193200	1
Lac79	Laccase gene 79	glyma.Wm82.gnm2.ann1.Glyma.18G193300	1
Lac80	Laccase gene 80	glyma.Wm82.gnm2.ann1.Glyma.18G193400	1
ALKBH10-12	AlkB homologue 10 gene 12	glyma.Wm82.gnm2.ann1.Glyma.18G195500	1
ACCA-1	alpha-carboxyltransferase aCT-1 precursor gene 1	glyma.Wm82.gnm2.ann1.Glyma.18G195700	1
ACCA-2	alfa-carboxyltransferase precursor gene 2	glyma.Wm82.gnm2.ann1.Glyma.18G195900	1
ACCA-3	carboxyl transferase alpha subunit gene 3	glyma.Wm82.gnm2.ann1.Glyma.18G196000	1
Lac81	Laccase gene 81	glyma.Wm82.gnm2.ann1.Glyma.18G197400	1
PIP1-2	aquaporin PIP1-2 gene	glyma.Wm82.gnm2.ann1.Glyma.18G198300	1
LAX15	auxin transporter-like protein gene 15	glyma.Wm82.gnm2.ann1.Glyma.18G198400	1
ADH4	alcohol dehydrogenase-like 4 gene	glyma.Wm82.gnm2.ann1.Glyma.18G200300	1
GELP169	GDSL-type esterase/lipase protein gene 169	glyma.Wm82.gnm2.ann1.Glyma.18G201100	1
GELP170	GDSL-type esterase/lipase protein gene 170	glyma.Wm82.gnm2.ann1.Glyma.18G201300	1
GELP171	GDSL-type esterase/lipase protein gene 171	glyma.Wm82.gnm2.ann1.Glyma.18G201400	1
PHR29	MYB-CC domain-containing transcription factor PHR29 gene	glyma.Wm82.gnm2.ann1.Glyma.18G201800	1
JOX3	jasnonate-induced oxygenase gene 3	glyma.Wm82.gnm2.ann1.Glyma.18G201900	1
FAD7-2	omega-3 fatty acid desaturase 7 gene 2	glyma.Wm82.gnm2.ann1.Glyma.18G202600	1
Sle1	Group-1 late embryogenesis abundant protein 1 gene 	glyma.Wm82.gnm2.ann1.Glyma.18G203500	1
PCD2-1	pyruvate decarboxylase 2 gene 1	glyma.Wm82.gnm2.ann1.Glyma.18G204200	1
AMT2.2	ammonium transporter 2 gene 2	glyma.Wm82.gnm2.ann1.Glyma.18G204800	1
H-1	ferritin light chain gene	glyma.Wm82.gnm2.ann1.Glyma.18G205800	1
PYL11	Pyrabactin Resistance 1-Like gene 11	glyma.Wm82.gnm2.ann1.Glyma.18G206000	1
PATL15	Patellin-like gene 15	glyma.Wm82.gnm2.ann1.Glyma.18G207900	1
WRKY171	WRKY Transcription Factor gene 171	glyma.Wm82.gnm2.ann1.Glyma.18G208800	1
LOR34	LURP-one related protein gene 34	glyma.Wm82.gnm2.ann1.Glyma.18G209800	1
LOR35	LURP-one related protein gene 35	glyma.Wm82.gnm2.ann1.Glyma.18G209900	1
LOR36	LURP-one related protein gene 36	glyma.Wm82.gnm2.ann1.Glyma.18G210000	1
POD117	Peroxidase gene 118	glyma.Wm82.gnm2.ann1.Glyma.18G211000	1
POD118	Peroxidase gene 119	glyma.Wm82.gnm2.ann1.Glyma.18G211100	1
KASIII-3	beta-ketoacyl-acyl carrier protein synthase 3 gene 3	glyma.Wm82.gnm2.ann1.Glyma.18G211400	1
S6K1B	S6 Kinase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.18G212800	1
ALA24	Aminophospholipid ATPase gene 24	glyma.Wm82.gnm2.ann1.Glyma.18G213100	1
WRKY172	WRKY Transcription Factor gene 172	glyma.Wm82.gnm2.ann1.Glyma.18G213200	1
WRKY57	WRKY transcription factor gene 57	glyma.Wm82.gnm2.ann1.Glyma.18G213200	0
WNK11	with no lysine kinase gene 11	glyma.Wm82.gnm2.ann1.Glyma.18G215100	1
GinCrRI,k1l,28	receptor-like protein kinase gene 28	glyma.Wm82.gnm2.ann1.Glyma.18G215800	1
BTB104	BTB gene 104	glyma.Wm82.gnm2.ann1.Glyma.18G216600	1
TAP1	acetyltransferase TAP1 gene	glyma.Wm82.gnm2.ann1.Glyma.18G216900	1
LEA2-93	late embryogenesis abundant 2 gene 93	glyma.Wm82.gnm2.ann1.Glyma.18G218700	1
LEA2-94	late embryogenesis abundant 2 gene 94	glyma.Wm82.gnm2.ann1.Glyma.18G218800	1
MED5-5	Mediator Complex 5 gene 5	glyma.Wm82.gnm2.ann1.Glyma.18G218900	1
CRK57	cysteine-rich receptor-like protein kinase gene 57	glyma.Wm82.gnm2.ann1.Glyma.18G219200	1
CRK58	cysteine-rich receptor-like protein kinase gene 58	glyma.Wm82.gnm2.ann1.Glyma.18G219300	1
CRK59	cysteine-rich receptor-like protein kinase gene 59	glyma.Wm82.gnm2.ann1.Glyma.18G219600	1
CRK60	cysteine-rich receptor-like protein kinase gene 60	glyma.Wm82.gnm2.ann1.Glyma.18G219700	1
CRK61	cysteine-rich receptor-like protein kinase gene 61	glyma.Wm82.gnm2.ann1.Glyma.18G219800	1
DHPS1	dihydrodipicolinate synthase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.18G221700	1
ZPR1B	protein LITTLE ZIPPER 2-like gene B	glyma.Wm82.gnm2.ann1.Glyma.18G221802	1
C2-164	C2-domain containing protein gene 164	glyma.Wm82.gnm2.ann1.Glyma.18G224000	1
Tof18, SOC1_	TM3 MIKCc Transcription Factor gene	glyma.Wm82.gnm2.ann1.Glyma.18G224500	1
Tof18, SOC1_	TM3 MIKCc Transcription Factor gene	glyma.Wm82.gnm2.ann1.Glyma.18G224500	0
C2-165	C2-domain containing protein gene 165	glyma.Wm82.gnm2.ann1.Glyma.18G224800	1
C2-166	C2-domain containing protein gene 166	glyma.Wm82.gnm2.ann1.Glyma.18G225300	1
C2-167	C2-domain containing protein gene 167	glyma.Wm82.gnm2.ann1.Glyma.18G225400	1
PPR165	Pentatricopeptide-Repeat protein gene 165	glyma.Wm82.gnm2.ann1.Glyma.18G225600	1
SPX-MFS5	SPX-MFS containing protein gene 3	glyma.Wm82.gnm2.ann1.Glyma.18G228700	1
PHT5.5	Phosphate Trasporter group 5 gene 5.5	glyma.Wm82.gnm2.ann1.Glyma.18G228700	0
DGD2	digalactosyldiacylglycerol synthase 2 gene	glyma.Wm82.gnm2.ann1.Glyma.18G228900	1
KEA2a	K+ efflux Antiporter Protein 2 gene A	glyma.Wm82.gnm2.ann1.Glyma.18G230100	1
C2-168	C2-domain containing protein gene 168	glyma.Wm82.gnm2.ann1.Glyma.18G230800	1
BBI-2	Bowman-Birk type proteinase inhibitor gene 2	glyma.Wm82.gnm2.ann1.Glyma.18G231400	1
BBI-1	putative Bowman-Birk type protease inhibitor gene 1	glyma.Wm82.gnm2.ann1.Glyma.18G231500	1
BES1-16	BES1-like gene 16	glyma.Wm82.gnm2.ann1.Glyma.18G232400	1
MED12-4	Mediator Complex 12 gene 4	glyma.Wm82.gnm2.ann1.Glyma.18G232900	1
OAS-TL3	O-acetylserine(thiol)-lyase gene 3	glyma.Wm82.gnm2.ann1.Glyma.18G234600	1
CHR60	Chromatin Remodeling Protein gene 60	glyma.Wm82.gnm2.ann1.Glyma.18G234700	1
MPK4d	Mitogen-activated protein kinase kinase 4 gene d	glyma.Wm82.gnm2.ann1.Glyma.18G236800	1
CRK62	cysteine-rich receptor-like protein kinase gene 62	glyma.Wm82.gnm2.ann1.Glyma.18G237900	1
WRKY10	WRKY transcription factor gene 10	glyma.Wm82.gnm2.ann1.Glyma.18G238200	1
WRKY173	WRKY Transcription Factor gene 173	glyma.Wm82.gnm2.ann1.Glyma.18G238200	0
WRKY174	WRKY Transcription Factor gene 174	glyma.Wm82.gnm2.ann1.Glyma.18G238600	1
WRKY64	WRKY transcription factor gene 64	glyma.Wm82.gnm2.ann1.Glyma.18G238600	0
LEA2-95	late embryogenesis abundant 2 gene 95	glyma.Wm82.gnm2.ann1.Glyma.18G238700	1
SABATH25	SABATH gene 25	glyma.Wm82.gnm2.ann1.Glyma.18G238800	1
SABATH26	SABATH gene 26	glyma.Wm82.gnm2.ann1.Glyma.18G238900	1
SABATH27	SABATH gene 27	glyma.Wm82.gnm2.ann1.Glyma.18G239000	1
SABATH28	SABATH gene 28	glyma.Wm82.gnm2.ann1.Glyma.18G239100	1
CYP97C10	protein LUTEIN DEFICIENT 5, chloroplastic gene	glyma.Wm82.gnm2.ann1.Glyma.18G239900	1
TDG-4	Trigalactosyldiacylglycerol chloroplastic	glyma.Wm82.gnm2.ann1.Glyma.18G240700	1
PIN5b	PIN-formed 5 gene b	glyma.Wm82.gnm2.ann1.Glyma.18G241000	1
